,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
2438,"('RC4_MAX', 0.0)","('PRX_IGN_GND', 0.0)","('PSC_VELXY_IMAX', 0.0)","('OSD6_PARAM8_GRP', 0.0)","('RC13_REVERSED', 0.0)","('RC14_MIN', 0.0)","('RC2_MAX', 0.0)","('RC12_TRIM', 0.0)","('RC4_TRIM', 0.0)","('RC1_REVERSED', 0.0)","('RC7_DZ', 0.0)","('RC7_DZ', 0.0)","('RC4_MIN', 0.0)","('RC4_MIN', 0.0)","('RC5_MAX', 0.0)","('RC5_MAX', 0.0)","('RC13_OPTION', 0.0)","('PLND_OPTIONS', 0.0)","('PLND_OPTIONS', 0.0)","('RC7_TRIM', 0.0)","('RC13_OPTION', 0.0)","('RC11_MAX', 0.0)","('RC3_DZ', 0.0)","('RC15_TRIM', 0.0)","('RC12_MAX', 0.0)","('OSD6_PARAM7_TYPE', 0.0)","('OSD6_PARAM4_X', 0.0)","('RC13_TRIM', 0.0)","('PSC_VELXY_FLTE', 0.0)","('PSC_JERK_XY', 0.0)"
2439,"('RC4_REVERSED', 0.0)","('PRX_LOG_RAW', 0.0)","('PSC_VELXY_FLTE', 0.0)","('OSD6_PARAM8_MIN', 0.0)","('RC13_DZ', 0.0)","('RC14_TRIM', 0.0)","('RC2_REVERSED', 0.0)","('RC12_MAX', 0.0)","('RC4_MAX', 0.0)","('RC1_DZ', 0.0)","('RC7_OPTION', 0.0)","('RC7_OPTION', 0.0)","('RC4_TRIM', 0.0)","('RC4_TRIM', 0.0)","('RC5_REVERSED', 0.0)","('RC5_REVERSED', 0.0)","('RC14_MIN', 0.0)","('PRX_TYPE', 0.0)","('PRX_TYPE', 0.0)","('RC7_MAX', 0.0)","('RC14_MIN', 0.0)","('RC11_REVERSED', 0.0)","('RC3_OPTION', 0.0)","('RC15_MAX', 0.0)","('RC12_REVERSED', 0.0)","('OSD6_PARAM8_EN', 0.0)","('OSD6_PARAM4_Y', 0.0)","('RC13_MAX', 0.0)","('PSC_VELXY_FLTD', 0.0)","('PSC_JERK_Z', 0.0)"
2440,"('RC4_DZ', 0.0)","('PRX_FILT', 0.0)","('PSC_VELXY_FLTD', 0.0)","('OSD6_PARAM8_MAX', 0.0)","('RC13_OPTION', 0.0)","('RC14_MAX', 0.0)","('RC2_DZ', 0.0)","('RC12_REVERSED', 0.0)","('RC4_REVERSED', 0.0)","('RC1_OPTION', 0.0)","('RC8_MIN', 0.0)","('RC8_MIN', 0.0)","('RC4_MAX', 0.0)","('RC4_MAX', 0.0)","('RC5_DZ', 0.0)","('RC5_DZ', 0.0)","('RC14_TRIM', 0.0)","('PRX_ORIENT', 0.0)","('PRX_ORIENT', 0.0)","('RC7_REVERSED', 0.0)","('RC14_TRIM', 0.0)","('RC11_DZ', 0.0)","('RC4_MIN', 0.0)","('RC15_REVERSED', 0.0)","('RC12_DZ', 0.0)","('OSD6_PARAM8_X', 0.0)","('OSD6_PARAM5_EN', 0.0)","('RC13_REVERSED', 0.0)","('PSC_VELXY_FF', 0.0)","('RALLY_TOTAL', 0.0)"
2441,"('RC4_OPTION', 0.0)","('PRX_MIN', 0.0)","('PSC_VELXY_FF', 0.0)","('OSD6_PARAM8_INCR', 0.0)","('RC14_MIN', 0.0)","('RC14_REVERSED', 0.0)","('RC2_OPTION', 0.0)","('RC12_DZ', 0.0)","('RC4_DZ', 0.0)","('RC2_MIN', 0.0)","('RC8_TRIM', 0.0)","('RC8_TRIM', 0.0)","('RC4_REVERSED', 0.0)","('RC4_REVERSED', 0.0)","('RC5_OPTION', 0.0)","('RC5_OPTION', 0.0)","('RC14_MAX', 0.0)","('PRX_YAW_CORR', 0.0)","('PRX_YAW_CORR', 0.0)","('RC7_DZ', 0.0)","('RC14_MAX', 0.0)","('RC11_OPTION', 0.0)","('RC4_TRIM', 0.0)","('RC15_DZ', 0.0)","('RC12_OPTION', 0.0)","('OSD6_PARAM8_Y', 0.0)","('OSD6_PARAM5_X', 0.0)","('RC13_DZ', 0.0)","('PSC_ANGLE_MAX', 0.0)","('RALLY_INCL_HOME', 0.0)"
2442,"('RC5_MIN', 0.0)","('PRX_MAX', 0.0)","('PSC_ANGLE_MAX', 0.0)","('OSD6_PARAM8_TYPE', 0.0)","('RC14_TRIM', 0.0)","('RC14_DZ', 0.0)","('RC3_MIN', 0.0)","('RC12_OPTION', 0.0)","('RC4_OPTION', 0.0)","('RC2_TRIM', 0.0)","('RC8_MAX', 0.0)","('RC8_MAX', 0.0)","('RC4_DZ', 0.0)","('RC4_DZ', 0.0)","('RC6_MIN', 0.0)","('RC6_MIN', 0.0)","('RC14_REVERSED', 0.0)","('PRX_IGN_ANG1', 0.0)","('PRX_IGN_ANG1', 0.0)","('RC7_OPTION', 0.0)","('RC14_REVERSED', 0.0)","('RC12_MIN', 0.0)","('RC4_MAX', 0.0)","('RC15_OPTION', 0.0)","('RC13_MIN', 0.0)","('OSD6_PARAM8_KEY', 0.0)","('OSD6_PARAM5_Y', 0.0)","('RC13_OPTION', 0.0)","('PSC_JERK_XY', 0.0)","('RC_OVERRIDE_TIME', 0.0)"
2443,"('RC5_TRIM', 0.0)","('PSC_ACC_XY_FILT', 0.0)","('PSC_JERK_XY', 0.0)","('OSD6_PARAM9_EN', 0.0)","('RC14_MAX', 0.0)","('RC14_OPTION', 0.0)","('RC3_TRIM', 0.0)","('RC13_MIN', 0.0)","('RC5_MIN', 0.0)","('RC2_MAX', 0.0)","('RC8_REVERSED', 0.0)","('RC8_REVERSED', 0.0)","('RC4_OPTION', 0.0)","('RC4_OPTION', 0.0)","('RC6_TRIM', 0.0)","('RC6_TRIM', 0.0)","('RC14_DZ', 0.0)","('PRX_IGN_WID1', 0.0)","('PRX_IGN_WID1', 0.0)","('RC8_MIN', 0.0)","('RC14_DZ', 0.0)","('RC12_TRIM', 0.0)","('RC4_REVERSED', 0.0)","('RC16_MIN', 0.0)","('RC13_TRIM', 0.0)","('OSD6_PARAM8_IDX', 0.0)","('OSD6_PARAM6_EN', 0.0)","('RC14_MIN', 0.0)","('PSC_JERK_Z', 0.0)","('RC_OPTIONS', 0.0)"
2444,"('RC5_MAX', 0.0)","('PSC_VELZ_P', 0.0)","('PSC_JERK_Z', 0.0)","('OSD6_PARAM9_X', 0.0)","('RC14_REVERSED', 0.0)","('RC15_MIN', 0.0)","('RC3_MAX', 0.0)","('RC13_TRIM', 0.0)","('RC5_TRIM', 0.0)","('RC2_REVERSED', 0.0)","('RC8_DZ', 0.0)","('RC8_DZ', 0.0)","('RC5_MIN', 0.0)","('RC5_MIN', 0.0)","('RC6_MAX', 0.0)","('RC6_MAX', 0.0)","('RC14_OPTION', 0.0)","('PRX_IGN_ANG2', 0.0)","('PRX_IGN_ANG2', 0.0)","('RC8_TRIM', 0.0)","('RC14_OPTION', 0.0)","('RC12_MAX', 0.0)","('RC4_DZ', 0.0)","('RC16_TRIM', 0.0)","('RC13_MAX', 0.0)","('OSD6_PARAM8_GRP', 0.0)","('OSD6_PARAM6_X', 0.0)","('RC14_TRIM', 0.0)","('RALLY_INCL_HOME', 0.0)","('RC_PROTOCOLS', 0.0)"
2445,"('RC5_REVERSED', 0.0)","('PSC_VELZ_I', 0.0)","('RALLY_TOTAL', 0.0)","('OSD6_PARAM9_Y', 0.0)","('RC14_DZ', 0.0)","('RC15_TRIM', 0.0)","('RC3_REVERSED', 0.0)","('RC13_MAX', 0.0)","('RC5_MAX', 0.0)","('RC2_DZ', 0.0)","('RC8_OPTION', 0.0)","('RC8_OPTION', 0.0)","('RC5_TRIM', 0.0)","('RC5_TRIM', 0.0)","('RC6_REVERSED', 0.0)","('RC6_REVERSED', 0.0)","('RC15_MIN', 0.0)","('PRX_IGN_WID2', 0.0)","('PRX_IGN_WID2', 0.0)","('RC8_MAX', 0.0)","('RC15_MIN', 0.0)","('RC12_REVERSED', 0.0)","('RC4_OPTION', 0.0)","('RC16_MAX', 0.0)","('RC13_REVERSED', 0.0)","('OSD6_PARAM8_MAX', 0.0)","('OSD6_PARAM6_Y', 0.0)","('RC14_MAX', 0.0)","('RC_OVERRIDE_TIME', 0.0)","('RC10_MIN', 0.0)"
2446,"('RC5_DZ', 0.0)","('PSC_VELZ_IMAX', 0.0)","('RC_OVERRIDE_TIME', 0.0)","('OSD6_PARAM9_KEY', 0.0)","('RC14_OPTION', 0.0)","('RC15_MAX', 0.0)","('RC3_DZ', 0.0)","('RC13_REVERSED', 0.0)","('RC5_REVERSED', 0.0)","('RC2_OPTION', 0.0)","('RC9_MIN', 0.0)","('RC9_MIN', 0.0)","('RC5_MAX', 0.0)","('RC5_MAX', 0.0)","('RC6_DZ', 0.0)","('RC6_DZ', 0.0)","('RC15_TRIM', 0.0)","('PRX_IGN_ANG3', 0.0)","('PRX_IGN_ANG3', 0.0)","('RC8_REVERSED', 0.0)","('RC15_TRIM', 0.0)","('RC12_DZ', 0.0)","('RC5_MIN', 0.0)","('RC16_REVERSED', 0.0)","('RC13_DZ', 0.0)","('OSD6_PARAM8_INCR', 0.0)","('OSD6_PARAM7_EN', 0.0)","('RC14_REVERSED', 0.0)","('RC_OPTIONS', 0.0)","('RC10_TRIM', 0.0)"
2447,"('RC5_OPTION', 0.0)","('PSC_VELZ_D', 0.0)","('RC_OPTIONS', 0.0)","('OSD6_PARAM9_IDX', 0.0)","('RC15_MIN', 0.0)","('RC15_REVERSED', 0.0)","('RC3_OPTION', 0.0)","('RC13_DZ', 0.0)","('RC5_DZ', 0.0)","('RC3_MIN', 0.0)","('RC9_TRIM', 0.0)","('RC9_TRIM', 0.0)","('RC5_REVERSED', 0.0)","('RC5_REVERSED', 0.0)","('RC6_OPTION', 0.0)","('RC6_OPTION', 0.0)","('RC15_MAX', 0.0)","('PRX_IGN_WID3', 0.0)","('PRX_IGN_WID3', 0.0)","('RC8_DZ', 0.0)","('RC15_MAX', 0.0)","('RC12_OPTION', 0.0)","('RC5_TRIM', 0.0)","('RC16_DZ', 0.0)","('RC13_OPTION', 0.0)","('OSD6_PARAM8_TYPE', 0.0)","('OSD6_PARAM7_X', 0.0)","('RC14_DZ', 0.0)","('RC_PROTOCOLS', 0.0)","('RC10_MAX', 0.0)"
2448,"('RC6_MIN', 0.0)","('PSC_VELZ_FF', 0.0)","('RC_PROTOCOLS', 0.0)","('OSD6_PARAM9_GRP', 0.0)","('RC15_TRIM', 0.0)","('RC15_DZ', 0.0)","('RC4_MIN', 0.0)","('RC13_OPTION', 0.0)","('RC5_OPTION', 0.0)","('RC3_TRIM', 0.0)","('RC9_MAX', 0.0)","('RC9_MAX', 0.0)","('RC5_DZ', 0.0)","('RC5_DZ', 0.0)","('RC7_MIN', 0.0)","('RC7_MIN', 0.0)","('RC15_REVERSED', 0.0)","('PRX_IGN_ANG4', 0.0)","('PRX_IGN_ANG4', 0.0)","('RC8_OPTION', 0.0)","('RC15_REVERSED', 0.0)","('RC13_MIN', 0.0)","('RC5_MAX', 0.0)","('RC16_OPTION', 0.0)","('RC14_MIN', 0.0)","('OSD6_PARAM9_EN', 0.0)","('OSD6_PARAM7_Y', 0.0)","('RC14_OPTION', 0.0)","('RC10_MIN', 0.0)","('RC10_REVERSED', 0.0)"
2449,"('RC6_TRIM', 0.0)","('PSC_VELZ_FLTE', 0.0)","('RC10_MIN', 0.0)","('OSD6_PARAM9_MIN', 0.0)","('RC15_MAX', 0.0)","('RC15_OPTION', 0.0)","('RC4_TRIM', 0.0)","('RC14_MIN', 0.0)","('RC6_MIN', 0.0)","('RC3_MAX', 0.0)","('RC9_REVERSED', 0.0)","('RC9_REVERSED', 0.0)","('RC5_OPTION', 0.0)","('RC5_OPTION', 0.0)","('RC7_TRIM', 0.0)","('RC7_TRIM', 0.0)","('RC15_DZ', 0.0)","('PRX_IGN_WID4', 0.0)","('PRX_IGN_WID4', 0.0)","('RC9_MIN', 0.0)","('RC15_DZ', 0.0)","('RC13_TRIM', 0.0)","('RC5_REVERSED', 0.0)","('RC1_MIN', 0.0)","('RC14_TRIM', 0.0)","('OSD6_PARAM9_X', 0.0)","('OSD6_PARAM8_EN', 0.0)","('RC15_MIN', 0.0)","('RC10_TRIM', 0.0)","('RC10_DZ', 0.0)"
2450,"('RC6_MAX', 0.0)","('PSC_VELZ_FLTD', 0.0)","('RC10_TRIM', 0.0)","('OSD6_PARAM9_MAX', 0.0)","('RC15_REVERSED', 0.0)","('RC16_MIN', 0.0)","('RC4_MAX', 0.0)","('RC14_TRIM', 0.0)","('RC6_TRIM', 0.0)","('RC3_REVERSED', 0.0)","('RC9_DZ', 0.0)","('RC9_DZ', 0.0)","('RC6_MIN', 0.0)","('RC6_MIN', 0.0)","('RC7_MAX', 0.0)","('RC7_MAX', 0.0)","('RC15_OPTION', 0.0)","('PRX_IGN_ANG5', 0.0)","('PRX_IGN_ANG5', 0.0)","('RC9_TRIM', 0.0)","('RC15_OPTION', 0.0)","('RC13_MAX', 0.0)","('RC5_DZ', 0.0)","('RC1_TRIM', 0.0)","('RC14_MAX', 0.0)","('OSD6_PARAM9_Y', 0.0)","('OSD6_PARAM8_X', 0.0)","('RC15_TRIM', 0.0)","('RC10_MAX', 0.0)","('RC10_OPTION', 0.0)"
2451,"('RC6_REVERSED', 0.0)","('PSC_ACCZ_P', 0.0)","('RC10_MAX', 0.0)","('OSD6_PARAM9_INCR', 0.0)","('RC15_DZ', 0.0)","('RC16_TRIM', 0.0)","('RC4_REVERSED', 0.0)","('RC14_MAX', 0.0)","('RC6_MAX', 0.0)","('RC3_DZ', 0.0)","('RC9_OPTION', 0.0)","('RC9_OPTION', 0.0)","('RC6_TRIM', 0.0)","('RC6_TRIM', 0.0)","('RC7_REVERSED', 0.0)","('RC7_REVERSED', 0.0)","('RC16_MIN', 0.0)","('PRX_IGN_WID5', 0.0)","('PRX_IGN_WID5', 0.0)","('RC9_MAX', 0.0)","('RC16_MIN', 0.0)","('RC13_REVERSED', 0.0)","('RC5_OPTION', 0.0)","('RC1_MAX', 0.0)","('RC14_REVERSED', 0.0)","('OSD6_PARAM9_KEY', 0.0)","('OSD6_PARAM8_Y', 0.0)","('RC15_MAX', 0.0)","('RC10_REVERSED', 0.0)","('RC11_MIN', 0.0)"
2452,"('RC6_DZ', 0.0)","('PSC_ACCZ_I', 0.0)","('RC10_REVERSED', 0.0)","('OSD6_PARAM9_TYPE', 0.0)","('RC15_OPTION', 0.0)","('RC16_MAX', 0.0)","('RC4_DZ', 0.0)","('RC14_REVERSED', 0.0)","('RC6_REVERSED', 0.0)","('RC3_OPTION', 0.0)","('RCMAP_ROLL', 0.0)","('RCMAP_ROLL', 0.0)","('RC6_MAX', 0.0)","('RC6_MAX', 0.0)","('RC7_DZ', 0.0)","('RC7_DZ', 0.0)","('RC16_TRIM', 0.0)","('PRX_IGN_ANG6', 0.0)","('PRX_IGN_ANG6', 0.0)","('RC9_REVERSED', 0.0)","('RC16_TRIM', 0.0)","('RC13_DZ', 0.0)","('RC6_MIN', 0.0)","('RC1_REVERSED', 0.0)","('RC14_DZ', 0.0)","('OSD6_PARAM9_IDX', 0.0)","('OSD6_PARAM9_EN', 0.0)","('RC15_REVERSED', 0.0)","('RC10_DZ', 0.0)","('RC11_TRIM', 0.0)"
2453,"('RC6_OPTION', 0.0)","('PSC_ACCZ_IMAX', 0.0)","('RC10_DZ', 0.0)","('PLND_YAW_ALIGN', 0.0)","('RC16_MIN', 0.0)","('RC16_REVERSED', 0.0)","('RC4_OPTION', 0.0)","('RC14_DZ', 0.0)","('RC6_DZ', 0.0)","('RC4_MIN', 0.0)","('RCMAP_THROTTLE', 0.0)","('RCMAP_THROTTLE', 0.0)","('RC6_REVERSED', 0.0)","('RC6_REVERSED', 0.0)","('RC7_OPTION', 0.0)","('RC7_OPTION', 0.0)","('RC16_MAX', 0.0)","('PRX_IGN_WID6', 0.0)","('PRX_IGN_WID6', 0.0)","('RC9_DZ', 0.0)","('RC16_MAX', 0.0)","('RC13_OPTION', 0.0)","('RC6_TRIM', 0.0)","('RC1_DZ', 0.0)","('RC14_OPTION', 0.0)","('OSD6_PARAM9_GRP', 0.0)","('OSD6_PARAM9_X', 0.0)","('RC15_DZ', 0.0)","('RC10_OPTION', 0.0)","('RC11_MAX', 0.0)"
2454,"('RC7_MIN', 0.0)","('PSC_ACCZ_D', 0.0)","('RC10_OPTION', 0.0)","('PLND_EST_TYPE', 0.0)","('RC16_TRIM', 0.0)","('RC16_DZ', 0.0)","('RC5_MIN', 0.0)","('RC14_OPTION', 0.0)","('RC6_OPTION', 0.0)","('RC4_TRIM', 0.0)","('RCMAP_YAW', 0.0)","('RCMAP_YAW', 0.0)","('RC6_DZ', 0.0)","('RC6_DZ', 0.0)","('RC8_MIN', 0.0)","('RC8_MIN', 0.0)","('RC16_REVERSED', 0.0)","('PRX_IGN_GND', 0.0)","('PRX_IGN_GND', 0.0)","('RC9_OPTION', 0.0)","('RC16_REVERSED', 0.0)","('RC14_MIN', 0.0)","('RC6_MAX', 0.0)","('RC1_OPTION', 0.0)","('RC15_MIN', 0.0)","('OSD6_PARAM9_MAX', 0.0)","('OSD6_PARAM9_Y', 0.0)","('RC15_OPTION', 0.0)","('RC11_MIN', 0.0)","('RC11_REVERSED', 0.0)"
2455,"('RC7_TRIM', 0.0)","('PSC_ACCZ_FF', 0.0)","('RC11_MIN', 0.0)","('PLND_CAM_POS_X', 0.0)","('RC16_MAX', 0.0)","('RC16_OPTION', 0.0)","('RC5_TRIM', 0.0)","('RC15_MIN', 0.0)","('RC7_MIN', 0.0)","('RC4_MAX', 0.0)","('RELAY_PIN', 0.0)","('RELAY_PIN', 0.0)","('RC6_OPTION', 0.0)","('RC6_OPTION', 0.0)","('RC8_TRIM', 0.0)","('RC8_TRIM', 0.0)","('RC16_DZ', 0.0)","('PRX_FILT', 0.0)","('PRX_FILT', 0.0)","('RELAY_PIN', 0.0)","('RC16_DZ', 0.0)","('RC14_TRIM', 0.0)","('RC6_REVERSED', 0.0)","('RC2_MIN', 0.0)","('RC15_TRIM', 0.0)","('OSD6_PARAM9_INCR', 0.0)","('PLND_ENABLED', 0.0)","('RC16_MIN', 0.0)","('RC11_TRIM', 0.0)","('RC11_DZ', 0.0)"
2456,"('RC7_MAX', 0.0)","('PSC_ACCZ_FLTT', 0.0)","('RC11_TRIM', 0.0)","('PLND_CAM_POS_Y', 0.0)","('RC16_REVERSED', 0.0)","('RC1_MIN', 0.0)","('RC5_MAX', 0.0)","('RC15_TRIM', 0.0)","('RC7_TRIM', 0.0)","('RC4_REVERSED', 0.0)","('RELAY_PIN2', 0.0)","('RELAY_PIN2', 0.0)","('RC7_MIN', 0.0)","('RC7_MIN', 0.0)","('RC8_MAX', 0.0)","('RC8_MAX', 0.0)","('RC16_OPTION', 0.0)","('PRX_MIN', 0.0)","('PRX_MIN', 0.0)","('RELAY_PIN2', 0.0)","('RC16_OPTION', 0.0)","('RC14_MAX', 0.0)","('RC6_DZ', 0.0)","('RC2_TRIM', 0.0)","('RC15_MAX', 0.0)","('OSD6_PARAM9_TYPE', 0.0)","('PLND_TYPE', 0.0)","('RC16_TRIM', 0.0)","('RC11_MAX', 0.0)","('RC11_OPTION', 0.0)"
2457,"('RC7_REVERSED', 0.0)","('PSC_ACCZ_FLTE', 0.0)","('RC11_MAX', 0.0)","('PLND_CAM_POS_Z', 0.0)","('RC16_DZ', 0.0)","('RC1_TRIM', 0.0)","('RC5_REVERSED', 0.0)","('RC15_MAX', 0.0)","('RC7_MAX', 0.0)","('RC4_DZ', 0.0)","('RELAY_PIN3', 0.0)","('RELAY_PIN3', 0.0)","('RC7_TRIM', 0.0)","('RC7_TRIM', 0.0)","('RC8_REVERSED', 0.0)","('RC8_REVERSED', 0.0)","('RC1_MIN', 0.0)","('PRX_MAX', 0.0)","('PRX_MAX', 0.0)","('RELAY_PIN3', 0.0)","('RC1_MIN', 0.0)","('RC14_REVERSED', 0.0)","('RC6_OPTION', 0.0)","('RC2_MAX', 0.0)","('RC15_REVERSED', 0.0)","('PLND_ENABLED', 0.0)","('PLND_YAW_ALIGN', 0.0)","('RC16_MAX', 0.0)","('RC11_REVERSED', 0.0)","('RC12_MIN', 0.0)"
2458,"('RC7_DZ', 0.0)","('PSC_ACCZ_FLTD', 0.0)","('RC11_REVERSED', 0.0)","('PLND_BUS', 0.0)","('RC16_OPTION', 0.0)","('RC1_MAX', 0.0)","('RC5_DZ', 0.0)","('RC15_REVERSED', 0.0)","('RC7_REVERSED', 0.0)","('RC4_OPTION', 0.0)","('RELAY_PIN4', 0.0)","('RELAY_PIN4', 0.0)","('RC7_MAX', 0.0)","('RC7_MAX', 0.0)","('RC8_DZ', 0.0)","('RC8_DZ', 0.0)","('RC1_TRIM', 0.0)","('PSC_ACC_XY_FILT', 0.0)","('PSC_ACC_XY_FILT', 0.0)","('RELAY_PIN4', 0.0)","('RC1_TRIM', 0.0)","('RC14_DZ', 0.0)","('RC7_MIN', 0.0)","('RC2_REVERSED', 0.0)","('RC15_DZ', 0.0)","('PLND_TYPE', 0.0)","('PLND_LAND_OFS_X', 0.0)","('RC16_REVERSED', 0.0)","('RC11_DZ', 0.0)","('RC12_TRIM', 0.0)"
2459,"('RC7_OPTION', 0.0)","('PSC_ACCZ_SMAX', 0.0)","('RC11_DZ', 0.0)","('PLND_LAG', 0.0)","('RC1_MIN', 0.0)","('RC1_REVERSED', 0.0)","('RC5_OPTION', 0.0)","('RC15_DZ', 0.0)","('RC7_DZ', 0.0)","('RC5_MIN', 0.0)","('RELAY_DEFAULT', 0.0)","('RELAY_DEFAULT', 0.0)","('RC7_REVERSED', 0.0)","('RC7_REVERSED', 0.0)","('RC8_OPTION', 0.0)","('RC8_OPTION', 0.0)","('RC1_MAX', 0.0)","('PSC_VELZ_P', 0.0)","('PSC_VELZ_P', 0.0)","('RELAY_DEFAULT', 0.0)","('RC1_MAX', 0.0)","('RC14_OPTION', 0.0)","('RC7_TRIM', 0.0)","('RC2_DZ', 0.0)","('RC15_OPTION', 0.0)","('PLND_YAW_ALIGN', 0.0)","('PLND_LAND_OFS_Y', 0.0)","('RC16_DZ', 0.0)","('RC11_OPTION', 0.0)","('RC12_MAX', 0.0)"
2460,"('RC8_MIN', 0.0)","('PSC_VELXY_P', 0.0)","('RC11_OPTION', 0.0)","('PLND_RET_MAX', 0.0)","('RC1_TRIM', 0.0)","('RC1_DZ', 0.0)","('RC6_MIN', 0.0)","('RC15_OPTION', 0.0)","('RC7_OPTION', 0.0)","('RC5_TRIM', 0.0)","('RELAY_PIN5', 0.0)","('RELAY_PIN5', 0.0)","('RC7_DZ', 0.0)","('RC7_DZ', 0.0)","('RC9_MIN', 0.0)","('RC9_MIN', 0.0)","('RC1_REVERSED', 0.0)","('PSC_VELZ_I', 0.0)","('PSC_VELZ_I', 0.0)","('RELAY_PIN5', 0.0)","('RC1_REVERSED', 0.0)","('RC15_MIN', 0.0)","('RC7_MAX', 0.0)","('RC2_OPTION', 0.0)","('RC16_MIN', 0.0)","('PLND_EST_TYPE', 0.0)","('PLND_EST_TYPE', 0.0)","('RC16_OPTION', 0.0)","('RC12_MIN', 0.0)","('RC12_REVERSED', 0.0)"
2461,"('RC8_TRIM', 0.0)","('PSC_VELXY_I', 0.0)","('RC12_MIN', 0.0)","('PLND_OPTIONS', 0.0)","('RC1_MAX', 0.0)","('RC1_OPTION', 0.0)","('RC6_TRIM', 0.0)","('RC16_MIN', 0.0)","('RC8_MIN', 0.0)","('RC5_MAX', 0.0)","('RELAY_PIN6', 0.0)","('RELAY_PIN6', 0.0)","('RC7_OPTION', 0.0)","('RC7_OPTION', 0.0)","('RC9_TRIM', 0.0)","('RC9_TRIM', 0.0)","('RC1_DZ', 0.0)","('PSC_VELZ_IMAX', 0.0)","('PSC_VELZ_IMAX', 0.0)","('RELAY_PIN6', 0.0)","('RC1_DZ', 0.0)","('RC15_TRIM', 0.0)","('RC7_REVERSED', 0.0)","('RC3_MIN', 0.0)","('RC16_TRIM', 0.0)","('PLND_CAM_POS_X', 0.0)","('PLND_CAM_POS_X', 0.0)","('RC1_MIN', 0.0)","('RC12_TRIM', 0.0)","('RC12_DZ', 0.0)"
2462,"('RC8_MAX', 0.0)","('PSC_VELXY_D', 0.0)","('RC12_TRIM', 0.0)","('PRX_TYPE', 0.0)","('RC1_REVERSED', 0.0)","('RC2_MIN', 0.0)","('RC6_MAX', 0.0)","('RC16_TRIM', 0.0)","('RC8_TRIM', 0.0)","('RC5_REVERSED', 0.0)","('RNGFND1_TYPE', 0.0)","('RNGFND1_TYPE', 0.0)","('RC8_MIN', 0.0)","('RC8_MIN', 0.0)","('RC9_MAX', 0.0)","('RC9_MAX', 0.0)","('RC1_OPTION', 0.0)","('PSC_VELZ_D', 0.0)","('PSC_VELZ_D', 0.0)","('RNGFND1_TYPE', 0.0)","('RC1_OPTION', 0.0)","('RC15_MAX', 0.0)","('RC7_DZ', 0.0)","('RC3_TRIM', 0.0)","('RC16_MAX', 0.0)","('PLND_CAM_POS_Y', 0.0)","('PLND_CAM_POS_Y', 0.0)","('RC1_TRIM', 0.0)","('RC12_MAX', 0.0)","('RC12_OPTION', 0.0)"
2463,"('RC8_REVERSED', 0.0)","('PSC_VELXY_IMAX', 0.0)","('RC12_MAX', 0.0)","('PRX_ORIENT', 0.0)","('RC1_DZ', 0.0)","('RC2_TRIM', 0.0)","('RC6_REVERSED', 0.0)","('RC16_MAX', 0.0)","('RC8_MAX', 0.0)","('RC5_DZ', 0.0)","('RNGFND1_SCALING', 0.0)","('RNGFND1_SCALING', 0.0)","('RC8_TRIM', 0.0)","('RC8_TRIM', 0.0)","('RC9_REVERSED', 0.0)","('RC9_REVERSED', 0.0)","('RC2_MIN', 0.0)","('PSC_VELZ_FF', 0.0)","('PSC_VELZ_FF', 0.0)","('RNGFND1_SCALING', 0.0)","('RC2_MIN', 0.0)","('RC15_REVERSED', 0.0)","('RC7_OPTION', 0.0)","('RC3_MAX', 0.0)","('RC16_REVERSED', 0.0)","('PLND_CAM_POS_Z', 0.0)","('PLND_CAM_POS_Z', 0.0)","('RC1_MAX', 0.0)","('RC12_REVERSED', 0.0)","('RC13_MIN', 0.0)"
2464,"('RC8_DZ', 0.0)","('PSC_VELXY_FLTE', 0.0)","('RC12_REVERSED', 0.0)","('PRX_YAW_CORR', 0.0)","('RC1_OPTION', 0.0)","('RC2_MAX', 0.0)","('RC6_DZ', 0.0)","('RC16_REVERSED', 0.0)","('RC8_REVERSED', 0.0)","('RC5_OPTION', 0.0)","('RNGFND1_OFFSET', 0.0)","('RNGFND1_OFFSET', 0.0)","('RC8_MAX', 0.0)","('RC8_MAX', 0.0)","('RC9_DZ', 0.0)","('RC9_DZ', 0.0)","('RC2_TRIM', 0.0)","('PSC_VELZ_FLTE', 0.0)","('PSC_VELZ_FLTE', 0.0)","('RNGFND1_OFFSET', 0.0)","('RC2_TRIM', 0.0)","('RC15_DZ', 0.0)","('RC8_MIN', 0.0)","('RC3_REVERSED', 0.0)","('RC16_DZ', 0.0)","('PLND_BUS', 0.0)","('PLND_BUS', 0.0)","('RC1_REVERSED', 0.0)","('RC12_DZ', 0.0)","('RC13_TRIM', 0.0)"
