,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALT_HOLD1,A.ALT_HOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
2664,"('RNGFND9_POS_Z', 0.0)","('RNGFND6_STOP_PIN', 0.0)","('RNGFND5_OFFSET', 0.0)","('RNGFND4_WSP_MEDF', 0.0)","('RNGFND7_SNR_MIN', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND8_WSP_MAVG', 0.0)","('RNGFND7_POS_Y', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND7_RMETRIC', 0.0)","('RNGFND4_ADDR', 0.0)","('RNGFND4_ADDR', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND7_WSP_MEDF', 0.0)","('RNGFND7_MAX_CM', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND7_WSP_MEDF', 0.0)","('RNGFND4_POS_X', 0.0)","('RNGFND7_WSP_FRQ', 0.0)","('RNGFND5_FUNCTION', 0.0)","('RNGFND7_TYPE', 0.0)","('RNGFND7_SCALING', 0.0)"
2665,"('RNGFND9_ORIENT', 0.0)","('RNGFND6_RMETRIC', 0.0)","('RNGFND5_FUNCTION', 0.0)","('RNGFND4_WSP_FRQ', 0.0)","('RNGFND8_TYPE', 0.0)","('RNGFND8_STOP_PIN', 0.0)","('RNGFND8_WSP_MEDF', 0.0)","('RNGFND7_POS_Z', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND7_PWRRNG', 0.0)","('RNGFND4_POS_X', 0.0)","('RNGFND4_POS_X', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND7_WSP_FRQ', 0.0)","('RNGFND7_STOP_PIN', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND7_WSP_FRQ', 0.0)","('RNGFND4_POS_Y', 0.0)","('RNGFND7_WSP_THR', 0.0)","('RNGFND5_MIN_CM', 0.0)","('RNGFND7_SCALING', 0.0)","('RNGFND7_OFFSET', 0.0)"
2666,"('RNGFND9_WSP_FRQ', 0.0)","('RNGFND6_ADDR', 0.0)","('RNGFND5_MIN_CM', 0.0)","('RNGFND4_WSP_AVG', 0.0)","('RNGFND8_PIN', 0.0)","('RNGFND8_RMETRIC', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFND7_ORIENT', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND7_GNDCLEAR', 0.0)","('RNGFND4_POS_Y', 0.0)","('RNGFND4_POS_Y', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND7_WSP_THR', 0.0)","('RNGFND7_ADDR', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND7_WSP_THR', 0.0)","('RNGFND4_POS_Z', 0.0)","('RNGFND7_WSP_BAUD', 0.0)","('RNGFND5_MAX_CM', 0.0)","('RNGFND7_OFFSET', 0.0)","('RNGFND7_FUNCTION', 0.0)"
2667,"('RNGFND9_WSP_AVG', 0.0)","('RNGFND6_ORIENT', 0.0)","('RNGFND5_MAX_CM', 0.0)","('RNGFND4_WSP_THR', 0.0)","('RNGFND8_OFFSET', 0.0)","('RNGFND8_GNDCLEAR', 0.0)","('RNGFND8_WSP_AVG', 0.0)","('RNGFND7_WSP_MAVG', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND7_ADDR', 0.0)","('RNGFND4_POS_Z', 0.0)","('RNGFND4_POS_Z', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND7_WSP_BAUD', 0.0)","('RNGFND7_POS_X', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND7_WSP_BAUD', 0.0)","('RNGFND4_ORIENT', 0.0)","('RNGFND7_RECV_ID', 0.0)","('RNGFND5_ADDR', 0.0)","('RNGFND7_FUNCTION', 0.0)","('RNGFND7_MIN_CM', 0.0)"
2668,"('RNGFND9_WSP_THR', 0.0)","('RNGFND6_WSP_FRQ', 0.0)","('RNGFND5_STOP_PIN', 0.0)","('RNGFND4_WSP_BAUD', 0.0)","('RNGFND8_MIN_CM', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFND7_WSP_MEDF', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND9_PWRRNG', 0.0)","('RNGFND9_PWRRNG', 0.0)","('RNGFND9_PWRRNG', 0.0)","('RNGFND9_PWRRNG', 0.0)","('RNGFND7_POS_X', 0.0)","('RNGFND4_ORIENT', 0.0)","('RNGFND4_ORIENT', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND7_RECV_ID', 0.0)","('RNGFND7_POS_Y', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND7_RECV_ID', 0.0)","('RNGFND4_WSP_MAVG', 0.0)","('RNGFND7_SNR_MIN', 0.0)","('RNGFND5_POS_X', 0.0)","('RNGFND7_MIN_CM', 0.0)","('RNGFND7_MAX_CM', 0.0)"
2669,"('RNGFND9_WSP_BAUD', 0.0)","('RNGFND6_WSP_THR', 0.0)","('RNGFND5_RMETRIC', 0.0)","('RNGFND4_RECV_ID', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND8_POS_X', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND7_WSP_FRQ', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFND9_GNDCLEAR', 0.0)","('RNGFND9_GNDCLEAR', 0.0)","('RNGFND9_GNDCLEAR', 0.0)","('RNGFND9_GNDCLEAR', 0.0)","('RNGFND7_POS_Y', 0.0)","('RNGFND4_WSP_MAVG', 0.0)","('RNGFND4_WSP_MAVG', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND7_SNR_MIN', 0.0)","('RNGFND7_POS_Z', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND7_SNR_MIN', 0.0)","('RNGFND4_WSP_MEDF', 0.0)","('RNGFND8_TYPE', 0.0)","('RNGFND5_POS_Y', 0.0)","('RNGFND7_MAX_CM', 0.0)","('RNGFND7_STOP_PIN', 0.0)"
2670,"('RNGFND9_RECV_ID', 0.0)","('RNGFND6_WSP_BAUD', 0.0)","('RNGFND5_PWRRNG', 0.0)","('RNGFND4_SNR_MIN', 0.0)","('RNGFND8_STOP_PIN', 0.0)","('RNGFND8_POS_Z', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND7_WSP_THR', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND7_POS_Z', 0.0)","('RNGFND4_WSP_MEDF', 0.0)","('RNGFND4_WSP_MEDF', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFND8_TYPE', 0.0)","('RNGFND7_ORIENT', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND8_TYPE', 0.0)","('RNGFND4_WSP_FRQ', 0.0)","('RNGFND8_SCALING', 0.0)","('RNGFND5_POS_Z', 0.0)","('RNGFND7_RMETRIC', 0.0)","('RNGFND7_RMETRIC', 0.0)"
2671,"('RNGFND9_SNR_MIN', 0.0)","('RNGFND6_RECV_ID', 0.0)","('RNGFND5_ADDR', 0.0)","('RNGFND5_TYPE', 0.0)","('RNGFND8_RMETRIC', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND7_WSP_BAUD', 0.0)","('RNGFND9_PWRRNG', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_GNDCLEAR', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND7_ORIENT', 0.0)","('RNGFND4_WSP_FRQ', 0.0)","('RNGFND4_WSP_FRQ', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFND8_SCALING', 0.0)","('RNGFND7_WSP_MAVG', 0.0)","('RNGFND9_PWRRNG', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND8_SCALING', 0.0)","('RNGFND4_WSP_THR', 0.0)","('RNGFND8_OFFSET', 0.0)","('RNGFND5_ORIENT', 0.0)","('RNGFND7_ADDR', 0.0)","('RNGFND7_POS_X', 0.0)"
2672,"('RNGFNDA_TYPE', 0.0)","('RNGFND6_SNR_MIN', 0.0)","('RNGFND5_ORIENT', 0.0)","('RNGFND5_SCALING', 0.0)","('RNGFND8_GNDCLEAR', 0.0)","('RNGFND8_WSP_MEDF', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND7_RECV_ID', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND7_WSP_MAVG', 0.0)","('RNGFND4_WSP_AVG', 0.0)","('RNGFND4_WSP_AVG', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFND8_OFFSET', 0.0)","('RNGFND7_WSP_MEDF', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND8_OFFSET', 0.0)","('RNGFND4_WSP_BAUD', 0.0)","('RNGFND8_FUNCTION', 0.0)","('RNGFND5_WSP_MEDF', 0.0)","('RNGFND7_POS_X', 0.0)","('RNGFND7_POS_Y', 0.0)"
2673,"('RNGFNDA_SCALING', 0.0)","('RNGFND7_TYPE', 0.0)","('RNGFND5_WSP_FRQ', 0.0)","('RNGFND5_OFFSET', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND7_SNR_MIN', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND7_WSP_MEDF', 0.0)","('RNGFND4_WSP_THR', 0.0)","('RNGFND4_WSP_THR', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFND8_FUNCTION', 0.0)","('RNGFND7_WSP_FRQ', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND8_FUNCTION', 0.0)","('RNGFND4_RECV_ID', 0.0)","('RNGFND8_MIN_CM', 0.0)","('RNGFND5_WSP_FRQ', 0.0)","('RNGFND7_POS_Y', 0.0)","('RNGFND7_POS_Z', 0.0)"
2674,"('RNGFNDA_OFFSET', 0.0)","('RNGFND7_SCALING', 0.0)","('RNGFND5_WSP_AVG', 0.0)","('RNGFND5_FUNCTION', 0.0)","('RNGFND8_POS_X', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND8_TYPE', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND7_WSP_FRQ', 0.0)","('RNGFND4_RECV_ID', 0.0)","('RNGFND4_RECV_ID', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFND8_MIN_CM', 0.0)","('RNGFND7_WSP_BAUD', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND9_PWRRNG', 0.0)","('RNGFND8_MIN_CM', 0.0)","('RNGFND5_TYPE', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND5_WSP_AVG', 0.0)","('RNGFND7_POS_Z', 0.0)","('RNGFND7_ORIENT', 0.0)"
2675,"('RNGFNDA_FUNCTION', 0.0)","('RNGFND7_OFFSET', 0.0)","('RNGFND5_WSP_THR', 0.0)","('RNGFND5_MIN_CM', 0.0)","('RNGFND8_POS_Y', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND8_SCALING', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND9_PWRRNG', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND7_WSP_AVG', 0.0)","('RNGFND4_SNR_MIN', 0.0)","('RNGFND4_SNR_MIN', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND7_RECV_ID', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND5_SCALING', 0.0)","('RNGFND8_STOP_PIN', 0.0)","('RNGFND5_WSP_BAUD', 0.0)","('RNGFND7_ORIENT', 0.0)","('RNGFND7_WSP_MEDF', 0.0)"
2676,"('RNGFNDA_MIN_CM', 0.0)","('RNGFND7_FUNCTION', 0.0)","('RNGFND5_WSP_BAUD', 0.0)","('RNGFND5_MAX_CM', 0.0)","('RNGFND8_POS_Z', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND8_OFFSET', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND7_WSP_THR', 0.0)","('RNGFND5_TYPE', 0.0)","('RNGFND5_TYPE', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFND8_STOP_PIN', 0.0)","('RNGFND7_SNR_MIN', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND8_STOP_PIN', 0.0)","('RNGFND5_OFFSET', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND5_SNR_MIN', 0.0)","('RNGFND7_WSP_MEDF', 0.0)","('RNGFND7_WSP_FRQ', 0.0)"
2677,"('RNGFNDA_MAX_CM', 0.0)","('RNGFND7_MIN_CM', 0.0)","('RNGFND5_RECV_ID', 0.0)","('RNGFND5_STOP_PIN', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND8_MIN_CM', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND7_WSP_BAUD', 0.0)","('RNGFND5_OFFSET', 0.0)","('RNGFND5_OFFSET', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFND8_RMETRIC', 0.0)","('RNGFND8_TYPE', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND5_FUNCTION', 0.0)","('RNGFND8_POS_X', 0.0)","('RNGFND6_TYPE', 0.0)","('RNGFND7_WSP_FRQ', 0.0)","('RNGFND7_WSP_THR', 0.0)"
2678,"('RNGFNDA_STOP_PIN', 0.0)","('RNGFND7_MAX_CM', 0.0)","('RNGFND5_SNR_MIN', 0.0)","('RNGFND5_RMETRIC', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFNDA_GNDCLEAR', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND7_RECV_ID', 0.0)","('RNGFND5_MIN_CM', 0.0)","('RNGFND5_MIN_CM', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND8_SCALING', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND8_POS_X', 0.0)","('RNGFND5_MAX_CM', 0.0)","('RNGFND8_POS_Y', 0.0)","('RNGFND6_SCALING', 0.0)","('RNGFND7_WSP_THR', 0.0)","('RNGFND7_WSP_BAUD', 0.0)"
2679,"('RNGFNDA_RMETRIC', 0.0)","('RNGFND7_STOP_PIN', 0.0)","('RNGFND6_TYPE', 0.0)","('RNGFND5_PWRRNG', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFND9_PIN', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND8_STOP_PIN', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND7_SNR_MIN', 0.0)","('RNGFND5_MAX_CM', 0.0)","('RNGFND5_MAX_CM', 0.0)","('RNGFNDA_GNDCLEAR', 0.0)","('RNGFND8_POS_X', 0.0)","('RNGFND8_OFFSET', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND8_POS_Y', 0.0)","('RNGFND5_STOP_PIN', 0.0)","('RNGFND8_POS_Z', 0.0)","('RNGFND6_OFFSET', 0.0)","('RNGFND7_WSP_BAUD', 0.0)","('RNGFND7_RECV_ID', 0.0)"
2680,"('RNGFNDA_PWRRNG', 0.0)","('RNGFND7_RMETRIC', 0.0)","('RNGFND6_SCALING', 0.0)","('RNGFND5_ADDR', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND9_PWRRNG', 0.0)","('RNGFND8_RMETRIC', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFNDA_POS_X', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND8_TYPE', 0.0)","('RNGFND5_STOP_PIN', 0.0)","('RNGFND5_STOP_PIN', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFND8_POS_Y', 0.0)","('RNGFND8_FUNCTION', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND8_POS_Z', 0.0)","('RNGFND5_ADDR', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFND6_FUNCTION', 0.0)","('RNGFND7_RECV_ID', 0.0)","('RNGFND7_SNR_MIN', 0.0)"
2681,"('RNGFNDA_GNDCLEAR', 0.0)","('RNGFND7_ADDR', 0.0)","('RNGFND6_OFFSET', 0.0)","('RNGFND5_ORIENT', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFNDA_POS_Y', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND8_PIN', 0.0)","('RNGFND5_ADDR', 0.0)","('RNGFND5_ADDR', 0.0)","('RNGFNDA_POS_X', 0.0)","('RNGFND8_POS_Z', 0.0)","('RNGFND8_MIN_CM', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFND5_POS_X', 0.0)","('RNGFND8_WSP_MEDF', 0.0)","('RNGFND6_MIN_CM', 0.0)","('RNGFND7_SNR_MIN', 0.0)","('RNGFND8_TYPE', 0.0)"
2682,"('RNGFNDA_ADDR', 0.0)","('RNGFND7_ORIENT', 0.0)","('RNGFND6_FUNCTION', 0.0)","('RNGFND5_WSP_MEDF', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND8_POS_X', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFNDA_POS_Z', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND8_SCALING', 0.0)","('RNGFND5_POS_X', 0.0)","('RNGFND5_POS_X', 0.0)","('RNGFNDA_POS_Y', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND8_WSP_MAVG', 0.0)","('RNGFND5_POS_Y', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFND6_MAX_CM', 0.0)","('RNGFND8_TYPE', 0.0)","('RNGFND8_SCALING', 0.0)"
2683,"('RNGFNDA_POS_X', 0.0)","('RNGFND7_WSP_FRQ', 0.0)","('RNGFND6_MIN_CM', 0.0)","('RNGFND5_WSP_FRQ', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND8_POS_Y', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFND8_OFFSET', 0.0)","('RNGFND5_POS_Y', 0.0)","('RNGFND5_POS_Y', 0.0)","('RNGFNDA_POS_Z', 0.0)","('RNGFND8_WSP_MAVG', 0.0)","('RNGFND8_STOP_PIN', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND8_WSP_MEDF', 0.0)","('RNGFND5_POS_Z', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFND6_ADDR', 0.0)","('RNGFND8_SCALING', 0.0)","('RNGFND8_OFFSET', 0.0)"
2684,"('RNGFNDA_POS_Y', 0.0)","('RNGFND7_WSP_THR', 0.0)","('RNGFND6_MAX_CM', 0.0)","('RNGFND5_WSP_AVG', 0.0)","('RNGFND9_PIN', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND8_POS_Z', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFND8_MIN_CM', 0.0)","('RNGFND5_POS_Z', 0.0)","('RNGFND5_POS_Z', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFND8_WSP_MEDF', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFND5_ORIENT', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND6_POS_X', 0.0)","('RNGFND8_OFFSET', 0.0)","('RNGFND8_FUNCTION', 0.0)"
